kind,year,num,status,bytes,file,url
quarterly,2017,4,missing,0,Q_2017_4_Jan-Mar.pdf,
quarterly,2018,1,missing,0,Q_2018_1_Apr-Jun.pdf,
quarterly,2018,2,ok,27092618,Q_2018_2_Jul-Sep.pdf,https://ipm.mospi.gov.in/Content/ArchiveReport/quarterly/2018-19/Jul-Sep_2018.pdf
quarterly,2018,3,missing,0,Q_2018_3_Oct-Dec.pdf,
quarterly,2018,4,missing,0,Q_2018_4_Jan-Mar.pdf,
quarterly,2019,1,missing,0,Q_2019_1_Apr-Jun.pdf,
quarterly,2019,2,missing,0,Q_2019_2_Jul-Sep.pdf,
quarterly,2019,3,ok,13872661,Q_2019_3_Oct-Dec.pdf,https://ipm.mospi.gov.in/Content/ArchiveReport/quarterly/2019-20/Oct-Dec_2019.pdf
quarterly,2019,4,missing,0,Q_2019_4_Jan-Mar.pdf,
quarterly,2020,1,missing,0,Q_2020_1_Apr-Jun.pdf,
quarterly,2020,2,missing,0,Q_2020_2_Jul-Sep.pdf,
quarterly,2020,3,ok,31246309,Q_2020_3_Oct-Dec.pdf,https://ipm.mospi.gov.in/Content/ArchiveReport/quarterly/2020-21/Oct_Dec_2020.pdf
quarterly,2020,4,missing,0,Q_2020_4_Jan-Mar.pdf,
quarterly,2021,1,missing,0,Q_2021_1_Apr-Jun.pdf,
quarterly,2021,2,missing,0,Q_2021_2_Jul-Sep.pdf,
quarterly,2021,3,missing,0,Q_2021_3_Oct-Dec.pdf,
quarterly,2021,4,missing,0,Q_2021_4_Jan-Mar.pdf,
quarterly,2022,1,missing,0,Q_2022_1_Apr-Jun.pdf,
quarterly,2022,2,missing,0,Q_2022_2_Jul-Sep.pdf,
quarterly,2022,3,missing,0,Q_2022_3_Oct-Dec.pdf,
quarterly,2022,4,missing,0,Q_2022_4_Jan-Mar.pdf,
quarterly,2023,1,missing,0,Q_2023_1_Apr-Jun.pdf,
quarterly,2023,2,missing,0,Q_2023_2_Jul-Sep.pdf,
quarterly,2023,3,missing,0,Q_2023_3_Oct-Dec.pdf,
quarterly,2023,4,missing,0,Q_2023_4_Jan-Mar.pdf,
quarterly,2024,1,missing,0,Q_2024_1_Apr-Jun.pdf,
quarterly,2024,2,missing,0,Q_2024_2_Jul-Sep.pdf,
quarterly,2024,3,missing,0,Q_2024_3_Oct-Dec.pdf,
quarterly,2024,4,missing,0,Q_2024_4_Jan-Mar.pdf,
quarterly,2025,1,missing,0,Q_2025_1_Apr-Jun.pdf,
quarterly,2025,2,missing,0,Q_2025_2_Jul-Sep.pdf,
quarterly,2025,3,missing,0,Q_2025_3_Oct-Dec.pdf,
quarterly,2025,4,missing,0,Q_2025_4_Jan-Mar.pdf,
quarterly,2026,1,missing,0,Q_2026_1_Apr-Jun.pdf,
quarterly,2026,2,missing,0,Q_2026_2_Jul-Sep.pdf,
quarterly,2026,3,missing,0,Q_2026_3_Oct-Dec.pdf,
quarterly,2026,4,missing,0,Q_2026_4_Jan-Mar.pdf,
quarterly,2027,1,missing,0,Q_2027_1_Apr-Jun.pdf,
quarterly,2027,2,missing,0,Q_2027_2_Jul-Sep.pdf,
quarterly,2027,3,missing,0,Q_2027_3_Oct-Dec.pdf,
quarterly,2027,4,missing,0,Q_2027_4_Jan-Mar.pdf,
